bioproject_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
	03-113-4G	03-113-4G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	03-113-4G_R1.fastq	03-113-4G_R2.fastq
	02-096-6G	02-096-6G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	02-096-6G_R1.fastq	02-096-6G_R2.fastq
	01-230-9GI	01-230-9GI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	01-230-9-GI_R1.fastq	01-230-9-GI_R2.fastq
	04-287-1G	04-287-1G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-287-1-G_R1.fastq	04-287-1-G_R2.fastq
	04-287-1B	04-287-1B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-287-1-B_R1.fastq	04-287-1-B_R2.fastq
	04-081-3G	04-081-3G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-081-3G_R1.fastq	04-081-3G_R2.fastq
	04-081-3B	04-081-3B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-081-3B_R1.fastq	04-081-3B_R2.fastq
	55-1-TI	55-1-TI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	55-1-TI_R1.fastq	55-1-TI_R2.fastq
	04-081-3T	04-081-3T	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-081-3T_R1.fastq	04-081-3T_R2.fastq
	04-196-4T	04-196-4T	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-196-4-T_R1.fastq	04-196-4-T_R2.fastq
	04-113-7T	04-113-7T	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-113-7T_R1.fastq	04-113-7T_R2.fastq
	03-138-9SI	03-138-9SI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	03-138-9-SI_R1.fastq	03-138-9-SI_R2.fastq
	04-275-6G	04-275-6G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-275-6-G_R1.fastq	04-275-6-G_R2.fastq
	04-113-7G	04-113-7G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-113-7G_R1.fastq	04-113-7G_R2.fastq
	03-153-7SI	03-153-7SI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	03-153-7-SI_R1.fastq	03-153-7-SI_R2.fastq
	04-113-7B	04-113-7B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-113-7B_R1.fastq	04-113-7B_R2.fastq
	04-198-2G	04-198-2G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-198-2-G_R1.fastq	04-198-2-G_R2.fastq
	04-235-8B	04-235-8B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-235-8-B_R1.fastq	04-235-8-B_R2.fastq
	04-079-6T	04-079-6T	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-079-6T_R1.fastq	04-079-6T_R2.fastq
	04-156-8T	04-156-8T	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-156-8T_R1.fastq	04-156-8T_R2.fastq
	04-303-7B	04-303-7B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-303-7-B_R1.fastq	04-303-7-B_R2.fastq
	03-085-9SI	03-085-9SI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	03-085-9SI_R1.fastq	03-085-9SI_R2.fastq
	04-303-7G	04-303-7G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-303-7-G_R1.fastq	04-303-7-G_R2.fastq
	04-079-6G	04-079-6G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-079-6G_R1.fastq	04-079-6G_R2.fastq
	04-156-8B	04-156-8B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-156-8B_R1.fastq	04-156-8B_R2.fastq
	04-079-6B	04-079-6B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-079-6B_R1.fastq	04-079-6B_R2.fastq
	04-156-8G	04-156-8G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-156-8G_R1.fastq	04-156-8G_R2.fastq
	04-265-2G	04-265-2G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-265-2-G_R1.fastq	04-265-2-G_R2.fastq
	03-156-7TI	03-156-7TI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	03-156-7-TI_R1.fastq	03-156-7-TI_R2.fastq
	04-047-2G	04-047-2G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-047-2G_R1.fastq	04-047-2G_R2.fastq
	03-088-2SI	03-088-2SI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	03-088-2SI_R1.fastq	03-088-2SI_R2.fastq
	03-153-7TI	03-153-7TI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	03-153-7-TI_R1.fastq	03-153-7-TI_R2.fastq
